buyer_id,username,passwd,address,c_time
88,Barry88,1234,6 Prentice Trail,1/8/2021
89,Barry89,1234,895 Butternut Circle,9/21/2020
90,Barry90,1234,4 Brickson Park Hill,8/6/2020
91,Barry91,1234,7 Village Terrace,10/21/2020
92,Barry92,1234,1259 Gale Hill,8/9/2020
93,Barry93,1234,9141 Harbort Hill,4/20/2021
94,Barry94,1234,74 Ohio Junction,10/20/2020
95,Barry95,1234,5 Transport Drive,9/20/2020
96,Barry96,1234,04 Sommers Plaza,10/21/2020
97,Barry97,1234,3997 Muir Road,12/31/2020
98,Barry98,1234,8016 Village Green Plaza,1/25/2021
99,Barry99,1234,55 Artisan Alley,10/21/2020
100,Barry100,1234,680 Thompson Plaza,11/27/2020
101,Barry101,1234,8 Hoard Plaza,9/30/2020
102,Barry102,1234,99731 Nelson Avenue,5/23/2020
103,Barry103,1234,81107 Rockefeller Parkway,8/22/2020
104,Barry104,1234,7 Forest Run Junction,1/29/2021
105,Barry105,1234,52256 Bartelt Avenue,6/15/2020
106,Barry106,1234,9 Pond Lane,1/1/2021
107,Barry107,1234,7 Garrison Junction,11/18/2020
108,Barry108,1234,8827 Washington Plaza,12/24/2020
109,Barry109,1234,3502 Mandrake Crossing,9/2/2020
110,Barry110,1234,65 Corben Crossing,7/26/2020
111,Barry111,1234,5 Clemons Hill,2/17/2021
112,Barry112,1234,55 Farmco Center,4/6/2021
113,Barry113,1234,8 Bashford Street,10/28/2020
114,Barry114,1234,0 Hermina Court,3/16/2021
115,Barry115,1234,095 Eastwood Pass,7/6/2020
116,Barry116,1234,3 Meadow Ridge Court,3/14/2021
117,Barry117,1234,0 Armistice Way,7/1/2020
118,Barry118,1234,016 Vernon Junction,4/27/2021
119,Barry119,1234,517 Ludington Place,3/11/2021
120,Barry120,1234,549 Village Green Way,3/31/2021
121,Barry121,1234,3363 Maple Street,6/6/2020
122,Barry122,1234,23 Di Loreto Way,8/7/2020
123,Barry123,1234,687 Little Fleur Street,10/23/2020
124,Barry124,1234,609 Eastlawn Place,5/17/2021
125,Barry125,1234,21 Sage Lane,10/28/2020
126,Barry126,1234,8172 Lighthouse Bay Place,9/24/2020
127,Barry127,1234,88 Commercial Parkway,1/13/2021
128,Barry128,1234,6868 Esker Center,2/26/2021
129,Barry129,1234,9 Monica Trail,3/27/2021
130,Barry130,1234,243 Trailsway Lane,6/5/2020
131,Barry131,1234,3 Fairfield Center,12/30/2020
132,Barry132,1234,4762 Burrows Street,10/26/2020
133,Barry133,1234,16 Continental Way,1/7/2021
134,Barry134,1234,3 Hooker Circle,6/15/2020
135,Barry135,1234,95 8th Pass,1/15/2021
136,Barry136,1234,93630 Southridge Street,10/6/2020
137,Barry137,1234,29 Aberg Plaza,7/31/2020
138,Barry138,1234,891 Old Shore Court,9/9/2020
139,Barry139,1234,9082 Alpine Junction,11/14/2020
140,Barry140,1234,92898 Cottonwood Way,3/24/2021
141,Barry141,1234,77 Del Sol Alley,4/15/2021
142,Barry142,1234,40144 Donald Circle,11/13/2020
143,Barry143,1234,8364 Muir Circle,9/19/2020
144,Barry144,1234,25592 Dovetail Avenue,2/24/2021
145,Barry145,1234,888 New Castle Center,6/5/2020
146,Barry146,1234,697 Pearson Center,5/14/2021
147,Barry147,1234,6 Fallview Avenue,7/13/2020
148,Barry148,1234,93 Knutson Trail,4/5/2021
149,Barry149,1234,5 Oxford Pass,9/26/2020
150,Barry150,1234,3 Karstens Hill,8/10/2020
151,Barry151,1234,1131 Westport Plaza,1/2/2021
152,Barry152,1234,70567 Shelley Crossing,4/16/2021
153,Barry153,1234,125 Haas Plaza,5/17/2021
154,Barry154,1234,64347 Fuller Park,2/26/2021
155,Barry155,1234,8371 Hoffman Street,1/1/2021
156,Barry156,1234,59281 6th Avenue,1/22/2021
157,Barry157,1234,47 Bayside Point,5/24/2020
158,Barry158,1234,73 Monument Court,9/13/2020
159,Barry159,1234,6 Melrose Crossing,3/16/2021
160,Barry160,1234,78 Green Street,9/2/2020
161,Barry161,1234,7612 Judy Drive,1/20/2021
162,Barry162,1234,189 Merchant Center,2/22/2021
163,Barry163,1234,13 Vermont Crossing,6/20/2020
164,Barry164,1234,20433 Union Junction,9/7/2020
165,Barry165,1234,08433 Scoville Point,3/5/2021
166,Barry166,1234,13 Nelson Court,7/25/2020
167,Barry167,1234,5035 Gerald Drive,12/28/2020
168,Barry168,1234,719 Debra Terrace,7/18/2020
169,Barry169,1234,0 Hollow Ridge Court,3/8/2021
170,Barry170,1234,59886 Packers Pass,1/12/2021
171,Barry171,1234,06 Homewood Junction,5/28/2020
172,Barry172,1234,55086 Main Trail,9/11/2020
173,Barry173,1234,1681 Steensland Avenue,5/17/2021
174,Barry174,1234,0 Spohn Junction,6/14/2020
175,Barry175,1234,53 Forster Parkway,11/13/2020
176,Barry176,1234,40029 Ryan Place,11/22/2020
177,Barry177,1234,609 Fordem Place,1/3/2021
178,Barry178,1234,23 Artisan Crossing,12/20/2020
179,Barry179,1234,18 Hagan Plaza,10/17/2020
180,Barry180,1234,914 Ridge Oak Road,9/14/2020
181,Barry181,1234,33 Scott Park,8/24/2020
182,Barry182,1234,743 Loomis Alley,5/8/2021
183,Barry183,1234,64 Novick Trail,9/14/2020
184,Barry184,1234,23710 Bellgrove Plaza,3/8/2021
185,Barry185,1234,552 Heffernan Crossing,2/18/2021
186,Barry186,1234,80 Emmet Pass,4/13/2021
187,Barry187,1234,9 Hagan Circle,11/7/2020
188,Barry188,1234,9 Carpenter Crossing,2/19/2021
189,Barry189,1234,29 Vahlen Drive,10/21/2020
190,Barry190,1234,0 Elmside Junction,2/20/2021
191,Barry191,1234,84 Barnett Junction,5/15/2021
192,Barry192,1234,2 Laurel Trail,10/6/2020
193,Barry193,1234,7815 Blue Bill Park Hill,12/28/2020
194,Barry194,1234,20984 Eggendart Pass,10/22/2020
195,Barry195,1234,93181 Troy Avenue,10/21/2020
196,Barry196,1234,99052 Quincy Place,8/15/2020
197,Barry197,1234,669 Saint Paul Pass,8/29/2020
198,Barry198,1234,14 Spohn Avenue,10/5/2020
199,Barry199,1234,5 Texas Trail,3/12/2021
200,Barry200,1234,03671 Toban Street,1/18/2021
201,Barry201,1234,4 Anthes Point,9/26/2020
202,Barry202,1234,051 Vahlen Alley,10/15/2020
203,Barry203,1234,90065 Laurel Junction,5/6/2021
204,Barry204,1234,93 Eggendart Street,3/20/2021
205,Barry205,1234,25012 Declaration Lane,9/19/2020
206,Barry206,1234,32442 Burrows Terrace,10/11/2020
207,Barry207,1234,741 Sycamore Lane,6/19/2020
208,Barry208,1234,94 Arapahoe Center,5/11/2021
209,Barry209,1234,4 Spohn Terrace,5/24/2020
210,Barry210,1234,13959 Springview Lane,8/13/2020
211,Barry211,1234,994 Dunning Court,2/13/2021
212,Barry212,1234,3 Porter Junction,12/8/2020
213,Barry213,1234,5519 Monterey Road,8/13/2020
214,Barry214,1234,59705 Burning Wood Center,10/4/2020
215,Barry215,1234,0 Nelson Hill,7/17/2020
216,Barry216,1234,4703 Cascade Trail,1/18/2021
217,Barry217,1234,42 Spohn Park,1/28/2021
218,Barry218,1234,85 Almo Alley,8/7/2020
219,Barry219,1234,65 Oakridge Drive,8/30/2020
220,Barry220,1234,4270 Walton Circle,1/3/2021
221,Barry221,1234,52263 Eagan Avenue,4/8/2021
222,Barry222,1234,55445 Lake View Point,11/30/2020
223,Barry223,1234,77 Hallows Alley,4/27/2021
224,Barry224,1234,0 Sachtjen Plaza,7/23/2020
225,Barry225,1234,93960 Leroy Junction,12/1/2020
226,Barry226,1234,8 Cody Drive,6/16/2020
227,Barry227,1234,6 Di Loreto Court,8/17/2020
228,Barry228,1234,6792 Lien Court,11/24/2020
229,Barry229,1234,04068 Prairie Rose Place,3/3/2021
230,Barry230,1234,298 Del Mar Parkway,5/19/2020
231,Barry231,1234,0 Anniversary Court,4/2/2021
232,Barry232,1234,65 Comanche Drive,1/7/2021
233,Barry233,1234,41 Moose Avenue,7/10/2020
234,Barry234,1234,53 Bluejay Park,3/1/2021
235,Barry235,1234,09400 Columbus Junction,7/7/2020
236,Barry236,1234,9 Clove Center,1/3/2021
237,Barry237,1234,29068 Pepper Wood Place,1/3/2021
238,Barry238,1234,3 Atwood Way,4/3/2021
239,Barry239,1234,369 Larry Plaza,5/28/2020
240,Barry240,1234,64 Claremont Plaza,1/9/2021
241,Barry241,1234,779 Killdeer Park,5/12/2021
242,Barry242,1234,7200 Little Fleur Circle,11/12/2020
243,Barry243,1234,6 Summit Crossing,11/21/2020
244,Barry244,1234,90697 Starling Terrace,8/12/2020
245,Barry245,1234,485 Hanover Junction,7/26/2020
246,Barry246,1234,846 Browning Terrace,6/19/2020
247,Barry247,1234,37016 Fallview Point,5/17/2021
248,Barry248,1234,870 Graceland Drive,6/14/2020
249,Barry249,1234,68485 Anderson Pass,12/13/2020
250,Barry250,1234,1634 Paget Park,6/23/2020
251,Barry251,1234,2 Cardinal Avenue,4/1/2021
252,Barry252,1234,474 Blue Bill Park Park,4/8/2021
253,Barry253,1234,64 Crowley Terrace,6/23/2020
254,Barry254,1234,90 Cascade Trail,3/20/2021
255,Barry255,1234,7 Basil Pass,4/2/2021
256,Barry256,1234,86040 Kenwood Junction,3/23/2021
257,Barry257,1234,17 Burrows Hill,1/18/2021
258,Barry258,1234,8893 Sachtjen Lane,9/27/2020
259,Barry259,1234,009 Parkside Road,7/30/2020
260,Barry260,1234,8 Fulton Street,2/22/2021
261,Barry261,1234,2 Trailsway Junction,8/5/2020
262,Barry262,1234,18264 Stone Corner Plaza,6/24/2020
263,Barry263,1234,020 Reindahl Crossing,9/18/2020
264,Barry264,1234,363 Karstens Road,4/26/2021
265,Barry265,1234,07 Swallow Circle,10/25/2020
266,Barry266,1234,1 Union Place,9/18/2020
267,Barry267,1234,02846 Sullivan Circle,6/30/2020
268,Barry268,1234,2 Lakewood Gardens Center,8/7/2020
269,Barry269,1234,1223 Crownhardt Pass,10/30/2020
270,Barry270,1234,95278 Barnett Parkway,1/2/2021
271,Barry271,1234,280 Thackeray Street,10/17/2020
272,Barry272,1234,877 Blaine Park,9/24/2020
273,Barry273,1234,79 Little Fleur Parkway,11/1/2020
274,Barry274,1234,617 Stoughton Crossing,11/17/2020
275,Barry275,1234,419 Hoffman Way,5/29/2020
276,Barry276,1234,302 Marcy Center,5/28/2020
277,Barry277,1234,6426 Carey Hill,1/18/2021
278,Barry278,1234,2589 American Pass,7/28/2020
279,Barry279,1234,23 Paget Lane,8/12/2020
280,Barry280,1234,97 Oriole Terrace,3/2/2021
281,Barry281,1234,49 Vahlen Plaza,2/13/2021
282,Barry282,1234,52 Swallow Drive,7/2/2020
283,Barry283,1234,61928 Manufacturers Hill,7/8/2020
284,Barry284,1234,61 Forster Parkway,10/31/2020
285,Barry285,1234,86269 Londonderry Hill,5/1/2021
286,Barry286,1234,81955 Hoffman Parkway,2/1/2021
287,Barry287,1234,82034 Sage Drive,11/23/2020
288,Barry288,1234,29 2nd Court,12/7/2020
289,Barry289,1234,73582 Sunnyside Junction,5/22/2020
290,Barry290,1234,226 Green Pass,6/1/2020
291,Barry291,1234,50 Kingsford Terrace,4/7/2021
292,Barry292,1234,13012 Donald Park,3/9/2021
293,Barry293,1234,6134 Blaine Park,9/13/2020
294,Barry294,1234,97056 Forest Run Place,10/25/2020
295,Barry295,1234,1 Di Loreto Lane,7/18/2020
296,Barry296,1234,10015 Lakeland Hill,8/29/2020
297,Barry297,1234,77 Quincy Parkway,7/6/2020
298,Barry298,1234,4648 Dexter Court,9/5/2020
299,Barry299,1234,169 Service Place,1/12/2021
300,Barry300,1234,6870 Bonner Avenue,10/21/2020
301,Barry301,1234,7053 Coleman Parkway,8/23/2020
302,Barry302,1234,289 Weeping Birch Point,2/10/2021
303,Barry303,1234,23 Bowman Court,4/19/2021
304,Barry304,1234,49996 Crownhardt Avenue,8/11/2020
305,Barry305,1234,6 Melvin Parkway,4/4/2021
306,Barry306,1234,44392 Nobel Circle,10/21/2020
307,Barry307,1234,4043 Loeprich Street,5/5/2021
308,Barry308,1234,153 Sundown Parkway,1/17/2021
309,Barry309,1234,15889 Farragut Terrace,6/2/2020
310,Barry310,1234,94012 Stone Corner Plaza,6/29/2020
311,Barry311,1234,18 Merchant Circle,8/3/2020
312,Barry312,1234,5 Lerdahl Center,9/13/2020
313,Barry313,1234,11 Fulton Court,4/17/2021
314,Barry314,1234,704 Derek Lane,3/17/2021
315,Barry315,1234,18 Scoville Park,4/22/2021
316,Barry316,1234,0 Grim Park,3/10/2021
317,Barry317,1234,52 Dottie Pass,3/3/2021
318,Barry318,1234,8 Petterle Junction,1/23/2021
319,Barry319,1234,6584 Bartillon Point,1/29/2021
320,Barry320,1234,3 Tony Park,11/22/2020
321,Barry321,1234,62025 Montana Drive,3/22/2021
322,Barry322,1234,9756 Kensington Point,4/27/2021
323,Barry323,1234,133 Rowland Point,5/2/2021
324,Barry324,1234,607 6th Drive,5/16/2021
325,Barry325,1234,492 Helena Court,5/18/2020
326,Barry326,1234,6148 Leroy Parkway,10/15/2020
327,Barry327,1234,21 Jenna Point,4/11/2021
328,Barry328,1234,8594 Forest Drive,12/3/2020
329,Barry329,1234,34658 Erie Crossing,9/19/2020
330,Barry330,1234,61 Linden Point,5/16/2021
331,Barry331,1234,959 Karstens Park,4/14/2021
332,Barry332,1234,200 Towne Place,6/10/2020
333,Barry333,1234,5024 Starling Avenue,12/6/2020
334,Barry334,1234,188 Butternut Way,5/11/2021
335,Barry335,1234,0 Aberg Junction,11/15/2020
336,Barry336,1234,72 Stang Place,7/22/2020
337,Barry337,1234,0440 Becker Junction,7/24/2020
338,Barry338,1234,944 Texas Hill,11/25/2020
339,Barry339,1234,414 John Wall Pass,12/23/2020
340,Barry340,1234,61 Pine View Street,4/16/2021
341,Barry341,1234,859 Ilene Street,8/20/2020
342,Barry342,1234,73 Fulton Crossing,4/9/2021
343,Barry343,1234,8 Loftsgordon Crossing,3/17/2021
344,Barry344,1234,207 Helena Center,4/2/2021
345,Barry345,1234,4 Sunfield Park,12/5/2020
346,Barry346,1234,513 Graedel Crossing,7/11/2020
347,Barry347,1234,7352 Jenifer Park,5/2/2021
348,Barry348,1234,02633 North Junction,7/7/2020
349,Barry349,1234,68838 Prairie Rose Junction,8/1/2020
350,Barry350,1234,0 Sullivan Junction,9/24/2020
351,Barry351,1234,33 Dovetail Parkway,4/16/2021
352,Barry352,1234,6 Birchwood Circle,3/22/2021
353,Barry353,1234,01505 Sauthoff Circle,9/11/2020
354,Barry354,1234,069 Farragut Alley,8/18/2020
355,Barry355,1234,36 Moland Trail,2/23/2021
356,Barry356,1234,20 Monterey Drive,6/13/2020
357,Barry357,1234,523 Oakridge Place,8/9/2020
358,Barry358,1234,718 Rowland Alley,3/25/2021
359,Barry359,1234,22 Autumn Leaf Crossing,8/17/2020
360,Barry360,1234,3889 Oneill Parkway,9/25/2020
361,Barry361,1234,29 Transport Street,8/1/2020
362,Barry362,1234,95398 Pawling Trail,3/23/2021
363,Barry363,1234,4 Darwin Parkway,9/3/2020
364,Barry364,1234,0778 Di Loreto Lane,2/2/2021
365,Barry365,1234,63 Parkside Junction,9/13/2020
366,Barry366,1234,3 Harbort Plaza,3/5/2021
367,Barry367,1234,17 Lerdahl Alley,11/5/2020
368,Barry368,1234,809 Lake View Terrace,9/10/2020
369,Barry369,1234,286 Moulton Alley,11/17/2020
370,Barry370,1234,741 American Road,11/18/2020
371,Barry371,1234,17445 Columbus Lane,8/5/2020
372,Barry372,1234,7293 Miller Way,5/6/2021
373,Barry373,1234,0026 Butternut Alley,5/17/2021
374,Barry374,1234,1 Columbus Alley,6/23/2020
375,Barry375,1234,881 Schiller Road,12/14/2020
376,Barry376,1234,1 Erie Plaza,12/1/2020
377,Barry377,1234,5767 Warbler Park,6/7/2020
378,Barry378,1234,5790 Maple Wood Alley,5/5/2021
379,Barry379,1234,71965 Memorial Parkway,9/24/2020
380,Barry380,1234,67453 Artisan Lane,5/17/2021
381,Barry381,1234,48 Dottie Court,3/23/2021
382,Barry382,1234,5 Maple Parkway,5/13/2021
383,Barry383,1234,8 Wayridge Hill,11/14/2020
384,Barry384,1234,21490 Dexter Terrace,9/25/2020
385,Barry385,1234,7477 Birchwood Avenue,4/20/2021
386,Barry386,1234,75 Ludington Crossing,9/29/2020
387,Barry387,1234,9456 Gina Alley,7/2/2020
388,Barry388,1234,362 Mayer Drive,5/30/2020
389,Barry389,1234,82961 Donald Terrace,10/27/2020
390,Barry390,1234,114 Mendota Circle,8/11/2020
391,Barry391,1234,8 Elmside Pass,1/28/2021
392,Barry392,1234,45768 Eastwood Trail,3/28/2021
393,Barry393,1234,1 Becker Pass,12/9/2020
394,Barry394,1234,616 Fallview Drive,4/4/2021
395,Barry395,1234,3 Tennessee Alley,1/22/2021
396,Barry396,1234,8 Sundown Park,3/19/2021
397,Barry397,1234,00015 Northport Park,10/23/2020
398,Barry398,1234,42178 Division Pass,12/21/2020
399,Barry399,1234,32360 Bowman Crossing,9/16/2020
400,Barry400,1234,6 Coolidge Alley,10/18/2020
401,Barry401,1234,888 Bayside Crossing,12/10/2020
402,Barry402,1234,5 Sundown Parkway,12/7/2020
403,Barry403,1234,67713 Talisman Street,11/9/2020
404,Barry404,1234,2263 Red Cloud Street,5/11/2021
405,Barry405,1234,8704 Summerview Plaza,5/21/2020
406,Barry406,1234,96833 Duke Hill,5/3/2021
407,Barry407,1234,5 Shelley Street,4/22/2021
408,Barry408,1234,9711 Fairview Road,7/9/2020
409,Barry409,1234,0 Armistice Parkway,7/15/2020
410,Barry410,1234,9588 New Castle Hill,2/13/2021
411,Barry411,1234,53 Menomonie Crossing,10/2/2020
412,Barry412,1234,375 Moulton Avenue,6/25/2020
413,Barry413,1234,8 1st Street,12/28/2020
414,Barry414,1234,8050 Sauthoff Plaza,3/30/2021
415,Barry415,1234,6320 Hoard Drive,10/3/2020
416,Barry416,1234,2612 Elka Court,11/27/2020
417,Barry417,1234,4356 Harper Lane,3/11/2021
418,Barry418,1234,0 Vera Alley,5/17/2021
419,Barry419,1234,84516 Prairie Rose Parkway,4/14/2021
420,Barry420,1234,6 Londonderry Way,7/30/2020
421,Barry421,1234,22 Debra Alley,6/3/2020
422,Barry422,1234,2 Leroy Way,1/15/2021
423,Barry423,1234,0 Springs Trail,12/6/2020
424,Barry424,1234,71975 Artisan Place,7/7/2020
425,Barry425,1234,31 Oriole Lane,7/25/2020
426,Barry426,1234,2 Stone Corner Road,6/16/2020
427,Barry427,1234,3 Sachtjen Point,5/19/2020
428,Barry428,1234,377 Jay Way,7/17/2020
429,Barry429,1234,62 Mcguire Park,6/20/2020
430,Barry430,1234,6 Crownhardt Pass,1/3/2021
431,Barry431,1234,34785 Rowland Street,12/10/2020
432,Barry432,1234,4 Mayfield Hill,3/28/2021
433,Barry433,1234,950 Farwell Circle,4/18/2021
434,Barry434,1234,6948 Duke Parkway,10/19/2020
435,Barry435,1234,94624 Warrior Lane,1/29/2021
436,Barry436,1234,5627 Brentwood Center,10/19/2020
437,Barry437,1234,7312 Talmadge Park,5/26/2020
438,Barry438,1234,830 Russell Alley,2/14/2021
439,Barry439,1234,0 Lerdahl Alley,10/20/2020
440,Barry440,1234,024 Victoria Avenue,5/9/2021
441,Barry441,1234,45 Lotheville Trail,8/16/2020
442,Barry442,1234,14095 Mariners Cove Street,2/20/2021
443,Barry443,1234,6 Sachtjen Way,5/4/2021
444,Barry444,1234,869 Leroy Plaza,11/28/2020
445,Barry445,1234,8649 Buhler Alley,7/7/2020
446,Barry446,1234,11 Myrtle Crossing,7/21/2020
447,Barry447,1234,74867 Killdeer Parkway,7/28/2020
448,Barry448,1234,9001 Beilfuss Crossing,9/14/2020
449,Barry449,1234,30 Transport Pass,11/15/2020
450,Barry450,1234,82678 Mcbride Pass,1/25/2021
451,Barry451,1234,97 Marcy Road,4/4/2021
452,Barry452,1234,182 John Wall Court,10/21/2020
453,Barry453,1234,94 Novick Lane,1/18/2021
454,Barry454,1234,94907 Pleasure Court,8/1/2020
455,Barry455,1234,2 Talmadge Alley,11/4/2020
456,Barry456,1234,241 Golf Park,7/16/2020
457,Barry457,1234,500 Glacier Hill Park,6/6/2020
458,Barry458,1234,646 Vidon Avenue,4/29/2021
459,Barry459,1234,32 Bashford Park,8/25/2020
460,Barry460,1234,4117 Arkansas Center,4/14/2021
461,Barry461,1234,3 Dapin Center,7/20/2020
462,Barry462,1234,85955 Village Green Trail,5/1/2021
463,Barry463,1234,4479 Mccormick Point,5/6/2021
464,Barry464,1234,4 Doe Crossing Pass,10/15/2020
465,Barry465,1234,10197 Riverside Point,3/18/2021
466,Barry466,1234,657 Hallows Park,6/15/2020
467,Barry467,1234,93 Surrey Place,5/16/2021
468,Barry468,1234,9 Pepper Wood Hill,9/7/2020
469,Barry469,1234,910 Lyons Alley,4/7/2021
470,Barry470,1234,01 Summer Ridge Trail,2/25/2021
471,Barry471,1234,27 Spenser Center,10/5/2020
472,Barry472,1234,2 Shoshone Center,4/6/2021
473,Barry473,1234,94119 Reindahl Crossing,3/6/2021
474,Barry474,1234,221 Ludington Road,7/20/2020
475,Barry475,1234,256 Homewood Point,6/14/2020
476,Barry476,1234,93 Nancy Plaza,9/15/2020
477,Barry477,1234,3956 Blue Bill Park Drive,11/10/2020
478,Barry478,1234,7617 Glendale Circle,7/30/2020
479,Barry479,1234,3365 Raven Lane,4/6/2021
480,Barry480,1234,02 Oakridge Point,3/8/2021
481,Barry481,1234,68 Prairie Rose Street,5/16/2021
482,Barry482,1234,676 Duke Junction,7/12/2020
483,Barry483,1234,3065 Michigan Court,4/9/2021
484,Barry484,1234,10 Heffernan Parkway,9/30/2020
485,Barry485,1234,36561 Sachtjen Terrace,5/31/2020
486,Barry486,1234,7 Sunfield Street,3/5/2021
487,Barry487,1234,79 New Castle Circle,5/31/2020
488,Barry488,1234,3026 Bayside Court,12/16/2020
489,Barry489,1234,9 Corry Pass,5/6/2021
490,Barry490,1234,3438 Green Trail,1/27/2021
491,Barry491,1234,3406 3rd Court,9/29/2020
492,Barry492,1234,4235 Leroy Pass,5/7/2021
493,Barry493,1234,12605 Oak Point,1/5/2021
494,Barry494,1234,0372 Merchant Plaza,4/24/2021
495,Barry495,1234,76991 Tomscot Road,2/20/2021
496,Barry496,1234,93 Lotheville Trail,5/24/2020
497,Barry497,1234,61 Ridgeview Terrace,9/6/2020
498,Barry498,1234,4 4th Parkway,12/30/2020
499,Barry499,1234,89 Hoffman Junction,4/25/2021
500,Barry500,1234,7705 John Wall Circle,3/15/2021
501,Barry501,1234,8 Mockingbird Alley,12/29/2020
502,Barry502,1234,1616 Macpherson Hill,12/31/2020
503,Barry503,1234,158 Lake View Court,1/4/2021
504,Barry504,1234,6 Acker Center,11/20/2020
505,Barry505,1234,71 Summer Ridge Terrace,1/10/2021
506,Barry506,1234,2054 Summit Street,8/15/2020
507,Barry507,1234,102 Orin Point,4/16/2021
